,INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location,new_date,year,date,first_or_second_half_of_year,crime
163413,I172023917,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B3,565,,2017-03-27 15:53:00,2017,3,Monday,15,Part Two,OSPREY WAY,42.2920332,-71.093993,"(42.29203320, -71.09399300)",03,2017,2017.03,2017.1,Heroin
163447,I172023881,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,E13, ,,2017-03-27 18:34:00,2017,3,Monday,18,Part Two,,42.31461036,-71.09947709,"(42.31461036, -71.09947709)",03,2017,2017.03,2017.1,Heroin
163466,I172023866,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",C11,462,,2017-03-27 17:27:00,2017,3,Monday,17,Part Two,EVERTON ST,42.30399542,-71.07206043,"(42.30399542, -71.07206043)",03,2017,2017.03,2017.1,Heroin
163467,I172023865,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",C11,462,,2017-03-27 16:53:00,2017,3,Monday,16,Part Two,GENEVA AVE,42.30461251,-71.07296566,"(42.30461251, -71.07296566)",03,2017,2017.03,2017.1,Heroin
163533,I172023796,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B3, ,,2017-03-27 13:57:08,2017,3,Monday,13,Part Two,BLUE HILL AVE,,,"(0.00000000, 0.00000000)",03,2017,2017.03,2017.1,Heroin
163550,I172023778,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,A15,56,,2017-03-27 13:34:00,2017,3,Monday,13,Part Two,BUNKER HILL ST,42.37836298,-71.06079343,"(42.37836298, -71.06079343)",03,2017,2017.03,2017.1,Heroin
163560,I172023771,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,D4,270,,2017-03-27 12:47:00,2017,3,Monday,12,Part Two,HARRISON AVE,42.33444882,-71.0757421,"(42.33444882, -71.07574210)",03,2017,2017.03,2017.1,Heroin
163591,I172023733,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,E13,307,,2017-03-27 11:03:00,2017,3,Monday,11,Part Two,WASHINGTON ST,42.31584636,-71.09824825,"(42.31584636, -71.09824825)",03,2017,2017.03,2017.1,Heroin
163613,I172023707,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B2,258,,2017-03-27 10:17:00,2017,3,Monday,10,Part Two,ARION ST,42.31592942,-71.06725306,"(42.31592942, -71.06725306)",03,2017,2017.03,2017.1,Heroin
163674,I172023642,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B3,414,,2017-03-27 00:26:00,2017,3,Monday,0,Part Two,ELLISON AVE,42.27679831,-71.07325534,"(42.27679831, -71.07325534)",03,2017,2017.03,2017.1,Heroin
163773,I172023542,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",D4,171,,2017-03-26 15:45:00,2017,3,Sunday,15,Part Two,HARRISON AVE,42.33511904,-71.0749171,"(42.33511904, -71.07491710)",03,2017,2017.03,2017.1,Heroin
163894,I172023415,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,C11,366,,2017-03-25 23:50:00,2017,3,Saturday,23,Part Two,SHEPTON ST,42.28947344,-71.06267856,"(42.28947344, -71.06267856)",03,2017,2017.03,2017.1,Heroin
163946,I172023349,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",C6,914,,2017-03-25 20:08:00,2017,3,Saturday,20,Part Two,DR. MICHAEL GAVIN WAY,42.32542075,-71.05418236,"(42.32542075, -71.05418236)",03,2017,2017.03,2017.1,Heroin
163953,I172023343,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B3,465,,2017-03-25 19:47:00,2017,3,Saturday,19,Part Two,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)",03,2017,2017.03,2017.1,Heroin
163984,I172023315,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",B3, ,,2017-03-25 16:58:00,2017,3,Saturday,16,Part Two,MORTON ST,,,"(0.00000000, 0.00000000)",03,2017,2017.03,2017.1,Heroin
163998,I172023300,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B3,465,,2017-03-25 16:33:32,2017,3,Saturday,16,Part Two,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)",03,2017,2017.03,2017.1,Heroin
163999,I172023299,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B3,465,,2017-03-25 16:32:39,2017,3,Saturday,16,Part Two,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)",03,2017,2017.03,2017.1,Heroin
164093,I172023199,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,C6,226,,2017-03-25 08:56:47,2017,3,Saturday,8,Part Two,I ST,42.33407542,-71.03992785,"(42.33407542, -71.03992785)",03,2017,2017.03,2017.1,Heroin
164202,I172023075,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B3,465,,2017-03-24 19:42:00,2017,3,Friday,19,Part Two,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)",03,2017,2017.03,2017.1,Heroin
164221,I172023054,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",E13,579,,2017-03-24 17:30:00,2017,3,Friday,17,Part Two,CENTRE ST,42.32281495,-71.10057355,"(42.32281495, -71.10057355)",03,2017,2017.03,2017.1,Heroin
164257,I172023019,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",A1,92,,2017-03-24 17:05:00,2017,3,Friday,17,Part Two,COURT ST,42.35892279,-71.05835354,"(42.35892279, -71.05835354)",03,2017,2017.03,2017.1,Heroin
164260,I172023019,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,A1,92,,2017-03-24 17:05:00,2017,3,Friday,17,Part Two,COURT ST,42.35892279,-71.05835354,"(42.35892279, -71.05835354)",03,2017,2017.03,2017.1,Heroin
164264,I172023014,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",A7,15,,2017-03-24 16:15:00,2017,3,Friday,16,Part Two,FRANKFORT ST,42.38102442,-71.02207536,"(42.38102442, -71.02207536)",03,2017,2017.03,2017.1,Heroin
164326,I172022944,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",D4,171,,2017-03-24 10:50:00,2017,3,Friday,10,Part Two,HARRISON AVE,42.33511904,-71.0749171,"(42.33511904, -71.07491710)",03,2017,2017.03,2017.1,Heroin
164337,I172022934,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,E18,520,,2017-03-24 13:00:00,2017,3,Friday,13,Part Two,HYDE PARK AVE,42.25621592,-71.12401947,"(42.25621592, -71.12401947)",03,2017,2017.03,2017.1,Heroin
164454,I172022806,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",B2, ,,2017-03-23 19:45:00,2017,3,Thursday,19,Part Two,,,,"(0.00000000, 0.00000000)",03,2017,2017.03,2017.1,Heroin
164469,I172022790,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",B2,901,,2017-03-23 18:26:00,2017,3,Thursday,18,Part Two,HORADAN WAY,42.33426518,-71.09822171,"(42.33426518, -71.09822171)",03,2017,2017.03,2017.1,Heroin
164479,I172022780,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",A7,12,,2017-03-23 18:20:00,2017,3,Thursday,18,Part Two,BENNINGTON ST,42.3859459,-71.00902371,"(42.38594590, -71.00902371)",03,2017,2017.03,2017.1,Heroin
164562,I172022695,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",D14,768,,2017-03-23 08:17:00,2017,3,Thursday,8,Part Two,MARKET ST,42.35615901,-71.14910236,"(42.35615901, -71.14910236)",03,2017,2017.03,2017.1,Heroin
164672,I172022582,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,D14,766,,2017-03-23 03:11:00,2017,3,Thursday,3,Part Two,RANELEGH RD,42.35622978,-71.16091786,"(42.35622978, -71.16091786)",03,2017,2017.03,2017.1,Heroin
164733,I172022524,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,A1, ,,2017-03-22 14:15:00,2017,3,Wednesday,14,Part Two,,42.35238871,-71.06260312,"(42.35238871, -71.06260312)",03,2017,2017.03,2017.1,Heroin
164755,I172022501,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",C11, ,,2017-03-22 17:57:00,2017,3,Wednesday,17,Part Two,DORCHESTER AVE,,,"(0.00000000, 0.00000000)",03,2017,2017.03,2017.1,Heroin
164784,I172022477,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,C11,354,,2017-03-22 16:42:00,2017,3,Wednesday,16,Part Two,NEPONSET AVE,42.29593105,-71.05449339,"(42.29593105, -71.05449339)",03,2017,2017.03,2017.1,Heroin
164925,I172022315,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B2,293,,2017-03-22 08:08:00,2017,3,Wednesday,8,Part Two,JUNIPER ST,42.32516917,-71.08886544,"(42.32516917, -71.08886544)",03,2017,2017.03,2017.1,Heroin
164991,I172022241,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",C11,236,,2017-03-21 21:24:00,2017,3,Tuesday,21,Part Two,DORCHESTER AVE,42.32029322,-71.05676992,"(42.32029322, -71.05676992)",03,2017,2017.03,2017.1,Heroin
165027,I172022199,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",D4,171,,2017-03-21 18:30:00,2017,3,Tuesday,18,Part Two,HARRISON AVE,42.33511904,-71.0749171,"(42.33511904, -71.07491710)",03,2017,2017.03,2017.1,Heroin
165072,I172022156,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",E5,560,,2017-03-21 17:59:00,2017,3,Tuesday,17,Part Two,POPLAR ST,42.28380231,-71.12836197,"(42.28380231, -71.12836197)",03,2017,2017.03,2017.1,Heroin
165113,I172022112,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B3,465,,2017-03-21 15:57:38,2017,3,Tuesday,15,Part Two,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)",03,2017,2017.03,2017.1,Heroin
165298,I172021905,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",C11,400,,2017-03-20 20:36:00,2017,3,Monday,20,Part Two,ASHMONT ST,42.28513497,-71.06673474,"(42.28513497, -71.06673474)",03,2017,2017.03,2017.1,Heroin
165358,I172021834,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,C6,215,,2017-03-20 17:34:00,2017,3,Monday,17,Part Two,F ST,42.33426135,-71.05077548,"(42.33426135, -71.05077548)",03,2017,2017.03,2017.1,Heroin
165360,I172021833,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,E13,584,,2017-03-20 16:20:00,2017,3,Monday,16,Part Two,HEATH ST,42.32640778,-71.10107682,"(42.32640778, -71.10107682)",03,2017,2017.03,2017.1,Heroin
165366,I172021826,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,A1,117,,2017-03-20 00:00:00,2017,3,Monday,0,Part Two,BOYLSTON ST,42.3523414,-71.06296987,"(42.35234140, -71.06296987)",03,2017,2017.03,2017.1,Heroin
165532,I172021658,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",B3,469,,2017-03-20 06:45:00,2017,3,Monday,6,Part Two,FOTTLER RD,42.27791927,-71.0964061,"(42.27791927, -71.09640610)",03,2017,2017.03,2017.1,Heroin
165818,I172021311,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B2,572,,2017-03-18 23:36:00,2017,3,Saturday,23,Part Two,COLUMBUS AVE,42.3133071,-71.09513858,"(42.31330710, -71.09513858)",03,2017,2017.03,2017.1,Heroin
165829,I172021297,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",B2,184,,2017-03-18 22:23:00,2017,3,Saturday,22,Part Two,HUMPHREYS PL,42.31922045,-71.06783906,"(42.31922045, -71.06783906)",03,2017,2017.03,2017.1,Heroin
165898,I172021216,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B3,465,,2017-03-18 18:14:00,2017,3,Saturday,18,Part Two,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)",03,2017,2017.03,2017.1,Heroin
165899,I172021215,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B3,465,,2017-03-18 18:10:48,2017,3,Saturday,18,Part Two,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)",03,2017,2017.03,2017.1,Heroin
165907,I172021206,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,A7,20,,2018-03-09 17:15:00,2018,3,Friday,17,Part Two,BROOKS ST,42.37576714,-71.03196202,"(42.37576714, -71.03196202)",03,2018,2018.03,2018.1,Heroin
165967,I172021143,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",B3,444,,2017-03-18 12:39:00,2017,3,Saturday,12,Part Two,AMERICAN LEGION HWY,42.29817919,-71.08692159,"(42.29817919, -71.08692159)",03,2017,2017.03,2017.1,Heroin
166109,I172020984,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,D14,801,,2017-03-17 20:24:00,2017,3,Friday,20,Part Two,FARRINGTON AVE,42.35445939,-71.13091268,"(42.35445939, -71.13091268)",03,2017,2017.03,2017.1,Heroin
166133,I172020958,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,C6,177,,2017-03-17 18:36:00,2017,3,Friday,18,Part Two,MASSACHUSETTS AVE,42.33152148,-71.07085307,"(42.33152148, -71.07085307)",03,2017,2017.03,2017.1,Heroin
166216,I172020871,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,B2,321,,2017-03-17 14:07:00,2017,3,Friday,14,Part Two,BLUE HILL AVE,42.30989454,-71.08231854,"(42.30989454, -71.08231854)",03,2017,2017.03,2017.1,Heroin
166445,I172020643,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",D4, ,,2017-03-16 18:10:00,2017,3,Thursday,18,Part Two,,,,"(0.00000000, 0.00000000)",03,2017,2017.03,2017.1,Heroin
166490,I172020607,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,A1,111,,2017-03-16 16:33:00,2017,3,Thursday,16,Part Two,MASON ST,42.35483584,-71.06267377,"(42.35483584, -71.06267377)",03,2017,2017.03,2017.1,Heroin
166592,I172020502,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,A15,38,,2017-03-16 08:49:00,2017,3,Thursday,8,Part Two,THIRTEENTH ST,42.37856444,-71.05233687,"(42.37856444, -71.05233687)",03,2017,2017.03,2017.1,Heroin
166696,I172020392,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B3,465,,2017-03-15 19:32:34,2017,3,Wednesday,19,Part Two,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)",03,2017,2017.03,2017.1,Heroin
167121,I172019953,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B3,476,,2017-03-13 21:08:00,2017,3,Monday,21,Part Two,BLUE HILL AVE,42.26817397,-71.09387677,"(42.26817397, -71.09387677)",03,2017,2017.03,2017.1,Heroin
167127,I172019950,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,E13,640,,2017-03-13 20:20:00,2017,3,Monday,20,Part Two,BOYLSTON ST,42.31694189,-71.10394558,"(42.31694189, -71.10394558)",03,2017,2017.03,2017.1,Heroin
167129,I172019950,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",E13,640,,2017-03-13 20:20:00,2017,3,Monday,20,Part Two,BOYLSTON ST,42.31694189,-71.10394558,"(42.31694189, -71.10394558)",03,2017,2017.03,2017.1,Heroin
167130,I172019949,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B3,465,,2017-03-13 20:48:10,2017,3,Monday,20,Part Two,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)",03,2017,2017.03,2017.1,Heroin
167131,I172019948,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B3,465,,2017-03-13 20:47:03,2017,3,Monday,20,Part Two,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)",03,2017,2017.03,2017.1,Heroin
167132,I172019947,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B3,465,,2017-03-13 20:45:26,2017,3,Monday,20,Part Two,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)",03,2017,2017.03,2017.1,Heroin
167140,I172019939,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",E13,509,,2017-03-13 19:00:00,2017,3,Monday,19,Part Two,HYDE PARK AVE,42.26701085,-71.12096171,"(42.26701085, -71.12096171)",03,2017,2017.03,2017.1,Heroin
167154,I172019924,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,C11,366,,2017-03-13 18:59:00,2017,3,Monday,18,Part Two,BANTON ST,42.28855229,-71.0635244,"(42.28855229, -71.06352440)",03,2017,2017.03,2017.1,Heroin
167176,I172019903,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",C6,197,,2017-03-13 18:39:00,2017,3,Monday,18,Part Two,D ST,42.33624575,-71.05387586,"(42.33624575, -71.05387586)",03,2017,2017.03,2017.1,Heroin
167188,I172019890,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,C11,367,,2017-03-13 18:14:00,2017,3,Monday,18,Part Two,GIBSON ST,42.29755533,-71.0597091,"(42.29755533, -71.05970910)",03,2017,2017.03,2017.1,Heroin
167389,I172019657,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",B2,320,,2017-03-12 19:29:00,2017,3,Sunday,19,Part Two,WARREN ST,42.31011153,-71.0829899,"(42.31011153, -71.08298990)",03,2017,2017.03,2017.1,Heroin
167437,I172019610,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B3,465,,2017-03-12 18:02:07,2017,3,Sunday,18,Part Two,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)",03,2017,2017.03,2017.1,Heroin
167465,I172019580,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",D14,780,,2017-03-12 16:06:00,2017,3,Sunday,16,Part Two,N BEACON ST,42.35595678,-71.14830894,"(42.35595678, -71.14830894)",03,2017,2017.03,2017.1,Heroin
167483,I172019564,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B3,465,,2017-03-12 15:21:46,2017,3,Sunday,15,Part Two,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)",03,2017,2017.03,2017.1,Heroin
167627,I172019416,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,A1, ,,2017-03-11 19:30:00,2017,3,Saturday,19,Part Two,,42.35238871,-71.06260312,"(42.35238871, -71.06260312)",03,2017,2017.03,2017.1,Heroin
167682,I172019361,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,E13,506,,2017-03-11 16:00:00,2017,3,Saturday,16,Part Two,PATTEN ST,42.29418644,-71.11610723,"(42.29418644, -71.11610723)",03,2017,2017.03,2017.1,Heroin
167686,I172019358,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,C6, ,,2017-03-11 15:00:00,2017,3,Saturday,15,Part Two,LOGAN WAY,,,"(0.00000000, 0.00000000)",03,2017,2017.03,2017.1,Heroin
167974,I172019069,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B2,183,,2017-03-10 14:24:00,2017,3,Friday,14,Part Two,DUDLEY ST,42.32018148,-71.07129421,"(42.32018148, -71.07129421)",03,2017,2017.03,2017.1,Heroin
167977,I172019069,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",B2,183,,2017-03-10 14:24:00,2017,3,Friday,14,Part Two,DUDLEY ST,42.32018148,-71.07129421,"(42.32018148, -71.07129421)",03,2017,2017.03,2017.1,Heroin
168101,I172018939,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,D4,270,,2017-03-10 01:21:00,2017,3,Friday,1,Part Two,FELLOWS ST,42.33346101,-71.07501828,"(42.33346101, -71.07501828)",03,2017,2017.03,2017.1,Heroin
168111,I172018931,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,B2,279,,2017-03-09 23:28:00,2017,3,Thursday,23,Part Two,ZEIGLER ST,42.32898193,-71.07956761,"(42.32898193, -71.07956761)",03,2017,2017.03,2017.1,Heroin
168141,I172018896,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,C11,347,,2017-03-09 20:18:00,2017,3,Thursday,20,Part Two,LINDEN ST,42.30570822,-71.06015451,"(42.30570822, -71.06015451)",03,2017,2017.03,2017.1,Heroin
168153,I172018881,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,E13,581,,2017-03-09 19:38:00,2017,3,Thursday,19,Part Two,CENTRE ST,42.32291406,-71.10328402,"(42.32291406, -71.10328402)",03,2017,2017.03,2017.1,Heroin
168173,I172018860,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,A1, ,,2017-03-09 17:55:00,2017,3,Thursday,17,Part Two,BOYLSTON ST,,,"(0.00000000, 0.00000000)",03,2017,2017.03,2017.1,Heroin
168215,I172018820,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,C11,435,,2017-03-09 17:02:00,2017,3,Thursday,17,Part Two,WASHINGTON ST,42.28683796,-71.07119249,"(42.28683796, -71.07119249)",03,2017,2017.03,2017.1,Heroin
168227,I172018808,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,E18,498,,2017-03-09 15:49:00,2017,3,Thursday,15,Part Two,HYDE PARK AVE,42.27091467,-71.1204163,"(42.27091467, -71.12041630)",03,2017,2017.03,2017.1,Heroin
168228,I172018807,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,D4,273,,2017-03-09 15:43:02,2017,3,Thursday,15,Part Two,WASHINGTON ST,42.3354351,-71.07840204,"(42.33543510, -71.07840204)",03,2017,2017.03,2017.1,Heroin
168368,I172018653,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",B2,279,,2017-03-09 08:21:00,2017,3,Thursday,8,Part Two,ZEIGLER ST,42.32898193,-71.07956761,"(42.32898193, -71.07956761)",03,2017,2017.03,2017.1,Heroin
168375,I172018647,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,C11,393,,2017-03-09 07:56:00,2017,3,Thursday,7,Part Two,FLORIDA ST,42.2888247,-71.05878682,"(42.28882470, -71.05878682)",03,2017,2017.03,2017.1,Heroin
168454,I172018560,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B3,465,,2017-03-08 19:55:00,2017,3,Wednesday,19,Part Two,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)",03,2017,2017.03,2017.1,Heroin
168455,I172018559,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B3,465,,2017-03-08 19:54:20,2017,3,Wednesday,19,Part Two,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)",03,2017,2017.03,2017.1,Heroin
168456,I172018558,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B3,465,,2017-03-08 19:53:00,2017,3,Wednesday,19,Part Two,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)",03,2017,2017.03,2017.1,Heroin
168468,I172018542,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,C11,367,,2017-03-08 19:02:00,2017,3,Wednesday,19,Part Two,GIBSON ST,42.29755533,-71.0597091,"(42.29755533, -71.05970910)",03,2017,2017.03,2017.1,Heroin
168564,I172018443,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,C6,915,,2017-03-08 14:05:00,2017,3,Wednesday,14,Part Two,E EIGHTH ST,42.33216821,-71.05003555,"(42.33216821, -71.05003555)",03,2017,2017.03,2017.1,Heroin
168701,I172018282,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,A7,25,,2017-03-07 19:24:00,2017,3,Tuesday,19,Part Two,MERIDIAN ST,42.38167191,-71.03928397,"(42.38167191, -71.03928397)",03,2017,2017.03,2017.1,Heroin
168712,I172018272,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,C6,914,,2017-03-07 19:30:00,2017,3,Tuesday,19,Part Two,OLD COLONY AVE,42.32557398,-71.0524813,"(42.32557398, -71.05248130)",03,2017,2017.03,2017.1,Heroin
168714,I172018269,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",C6,186,,2017-03-07 18:34:00,2017,3,Tuesday,18,Part Two,ALLSTATE RD,42.32696647,-71.06198607,"(42.32696647, -71.06198607)",03,2017,2017.03,2017.1,Heroin
168732,I172018253,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,C6,233,,2017-03-07 17:00:00,2017,3,Tuesday,17,Part Two,E EIGHTH ST,42.33139575,-71.03983187,"(42.33139575, -71.03983187)",03,2017,2017.03,2017.1,Heroin
168740,I172018246,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,C11,334,,2017-03-07 17:37:00,2017,3,Tuesday,17,Part Two,BELLEVUE ST,42.31030553,-71.06784607,"(42.31030553, -71.06784607)",03,2017,2017.03,2017.1,Heroin
168749,I172018239,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",E13,572,,2017-03-07 18:00:00,2017,3,Tuesday,18,Part Two,WASHINGTON ST,42.31538436,-71.09870021,"(42.31538436, -71.09870021)",03,2017,2017.03,2017.1,Heroin
168770,I172018215,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,D14,816,,2017-03-07 17:10:00,2017,3,Tuesday,17,Part Two,WASHINGTON ST,42.349056,-71.1504985,"(42.34905600, -71.15049850)",03,2017,2017.03,2017.1,Heroin
168802,I172018182,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,C11,350,,2017-03-07 14:27:00,2017,3,Tuesday,14,Part Two,GRANGER ST,42.30258532,-71.05724301,"(42.30258532, -71.05724301)",03,2017,2017.03,2017.1,Heroin
