,INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location,new_date,year,date,first_or_second_half_of_year,crime
203668,I162087280,1845,Drug Violation,DRUGS - POSS CLASS D,D4,903,,2016-10-24 19:55:00,2016,10,Monday,19,Part Two,SHAWMUT AVE,42.33543394,-71.08076738,"(42.33543394, -71.08076738)",10,2016,2016.10,2016.2,weed
203749,I162087205,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,,36,,2016-10-24 16:24:00,2016,10,Monday,16,Part Two,TRANSPORTATION WAY,42.36793747,-71.02887772,"(42.36793747, -71.02887772)",10,2016,2016.10,2016.2,weed
203780,I162087166,1845,Drug Violation,DRUGS - POSS CLASS D,B2,268,,2016-10-24 15:17:00,2016,10,Monday,15,Part Two,EUSTIS ST,42.3290038,-71.07838214,"(42.32900380, -71.07838214)",10,2016,2016.10,2016.2,weed
204046,I162086883,1845,Drug Violation,DRUGS - POSS CLASS D,E18, ,,2016-10-23 14:27:00,2016,10,Sunday,14,Part Two,,,,"(0.00000000, 0.00000000)",10,2016,2016.10,2016.2,weed
204274,I162086619,1845,Drug Violation,DRUGS - POSS CLASS D,C11,395,,2016-10-22 14:53:00,2016,10,Saturday,14,Part Two,DORCHESTER AVE,42.2843982,-71.06468373,"(42.28439820, -71.06468373)",10,2016,2016.10,2016.2,weed
204275,I162086619,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,C11,395,,2016-10-22 14:53:00,2016,10,Saturday,14,Part Two,DORCHESTER AVE,42.2843982,-71.06468373,"(42.28439820, -71.06468373)",10,2016,2016.10,2016.2,weed
204521,I162086353,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,B3, ,,2016-10-21 17:26:00,2016,10,Friday,17,Part Two,,,,"(0.00000000, 0.00000000)",10,2016,2016.10,2016.2,weed
204838,I162086009,1845,Drug Violation,DRUGS - POSS CLASS D,E5,558,,2016-10-20 13:30:00,2016,10,Thursday,13,Part Two,CUMMINS HWY,42.28342716,-71.12422635,"(42.28342716, -71.12422635)",10,2016,2016.10,2016.2,weed
205064,I162085762,1845,Drug Violation,DRUGS - POSS CLASS D,A7,25,,2016-10-19 19:24:00,2016,10,Wednesday,19,Part Two,BROOKS ST,42.38197428,-71.03608523,"(42.38197428, -71.03608523)",10,2016,2016.10,2016.2,weed
205081,I162085743,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,D4,620,,2016-10-19 16:53:00,2016,10,Wednesday,16,Part Two,MASSACHUSETTS AVE,42.34439568,-71.08632016,"(42.34439568, -71.08632016)",10,2016,2016.10,2016.2,weed
205621,I162085160,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,B2,314,,2016-10-17 19:27:00,2016,10,Monday,19,Part Two,CRAWFORD ST,42.31564399,-71.0918201,"(42.31564399, -71.09182010)",10,2016,2016.10,2016.2,weed
205674,I162085105,1845,Drug Violation,DRUGS - POSS CLASS D,C11, ,,2016-10-17 17:30:00,2016,10,Monday,17,Part Two,,,,"(0.00000000, 0.00000000)",10,2016,2016.10,2016.2,weed
205675,I162085105,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,C11, ,,2016-10-17 17:30:00,2016,10,Monday,17,Part Two,,,,"(0.00000000, 0.00000000)",10,2016,2016.10,2016.2,weed
206010,I162084743,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,B2,268,,2016-10-16 10:45:00,2016,10,Sunday,10,Part Two,DEARBORN ST,42.32926098,-71.07900139,"(42.32926098, -71.07900139)",10,2016,2016.10,2016.2,weed
206151,I162084595,1845,Drug Violation,DRUGS - POSS CLASS D,B2,329,,2016-10-15 18:20:00,2016,10,Saturday,18,Part Two,DEVON ST,42.30987217,-71.07959478,"(42.30987217, -71.07959478)",10,2016,2016.10,2016.2,weed
206174,I162084571,1845,Drug Violation,DRUGS - POSS CLASS D,C11,382,,2016-10-15 17:10:00,2016,10,Saturday,17,Part Two,GALLIVAN BLVD,42.28262406,-71.05532964,"(42.28262406, -71.05532964)",10,2016,2016.10,2016.2,weed
206400,I162084320,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,C11, ,,2016-10-14 20:38:00,2016,10,Friday,20,Part Two,,,,"(0.00000000, 0.00000000)",10,2016,2016.10,2016.2,weed
206512,I162084209,1845,Drug Violation,DRUGS - POSS CLASS D,A7,24,,2016-10-14 15:36:00,2016,10,Friday,15,Part Two,BROOKS ST,42.38019818,-71.03598007,"(42.38019818, -71.03598007)",10,2016,2016.10,2016.2,weed
206602,I162084123,1845,Drug Violation,DRUGS - POSS CLASS D,B2,329,,2016-10-14 11:11:00,2016,10,Friday,11,Part Two,WASHINGTON ST,42.30649283,-71.08180677,"(42.30649283, -71.08180677)",10,2016,2016.10,2016.2,weed
206727,I162083995,1845,Drug Violation,DRUGS - POSS CLASS D,B3, ,,2016-10-13 19:54:00,2016,10,Thursday,19,Part Two,,,,"(0.00000000, 0.00000000)",10,2016,2016.10,2016.2,weed
206728,I162083995,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,B3, ,,2016-10-13 19:54:00,2016,10,Thursday,19,Part Two,,,,"(0.00000000, 0.00000000)",10,2016,2016.10,2016.2,weed
206742,I162083981,1845,Drug Violation,DRUGS - POSS CLASS D,E13,930,,2016-10-13 17:35:00,2016,10,Thursday,17,Part Two,COLUMBUS AVE,42.31506898,-71.09746579,"(42.31506898, -71.09746579)",10,2016,2016.10,2016.2,weed
207030,I162083683,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,E5, ,,2016-10-12 17:54:00,2016,10,Wednesday,17,Part Two,,,,"(0.00000000, 0.00000000)",10,2016,2016.10,2016.2,weed
207040,I162083676,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,D4,170,,2016-10-12 17:09:00,2016,10,Wednesday,17,Part Two,WORCESTER SQ,42.33614948,-71.07406908,"(42.33614948, -71.07406908)",10,2016,2016.10,2016.2,weed
207123,I162083591,1845,Drug Violation,DRUGS - POSS CLASS D,B2,288,,2016-10-12 13:24:16,2016,10,Wednesday,13,Part Two,MALCOLM X BLVD,42.33056715,-71.08806813,"(42.33056715, -71.08806813)",10,2016,2016.10,2016.2,weed
207219,I162083488,1845,Drug Violation,DRUGS - POSS CLASS D,B2, ,,2016-10-12 00:53:00,2016,10,Wednesday,0,Part Two,,,,"(0.00000000, 0.00000000)",10,2016,2016.10,2016.2,weed
207280,I162083422,1845,Drug Violation,DRUGS - POSS CLASS D,A1, ,,2016-10-11 18:47:00,2016,10,Tuesday,18,Part Two,,,,"(0.00000000, 0.00000000)",10,2016,2016.10,2016.2,weed
207281,I162083422,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,A1, ,,2016-10-11 18:47:00,2016,10,Tuesday,18,Part Two,,,,"(0.00000000, 0.00000000)",10,2016,2016.10,2016.2,weed
207326,I162083377,1845,Drug Violation,DRUGS - POSS CLASS D,A7,23,,2016-10-11 16:20:00,2016,10,Tuesday,16,Part Two,PRINCETON ST,42.37679597,-71.03789722,"(42.37679597, -71.03789722)",10,2016,2016.10,2016.2,weed
207590,I162083089,1845,Drug Violation,DRUGS - POSS CLASS D,A1,111,,2016-10-10 17:10:00,2016,10,Monday,17,Part Two,TREMONT ST,42.35428377,-71.06380404,"(42.35428377, -71.06380404)",10,2016,2016.10,2016.2,weed
207749,I162082917,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,D4,156,,2016-10-10 00:55:00,2016,10,Monday,0,Part Two,MASSACHUSETTS AVE,42.33760719,-71.0782582,"(42.33760719, -71.07825820)",10,2016,2016.10,2016.2,weed
207819,I162082847,1845,Drug Violation,DRUGS - POSS CLASS D,A7,26,,2016-10-09 18:27:00,2016,10,Sunday,18,Part Two,MERIDIAN ST,42.38054086,-71.03924941,"(42.38054086, -71.03924941)",10,2016,2016.10,2016.2,weed
207960,I162082704,1845,Drug Violation,DRUGS - POSS CLASS D,B3,943,Y,2016-10-09 03:31:00,2016,10,Sunday,3,Part Two,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)",10,2016,2016.10,2016.2,weed
208205,I162082441,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,C11,451,,2016-10-08 11:04:00,2016,10,Saturday,11,Part Two,PARK ST,42.29549707,-71.07211394,"(42.29549707, -71.07211394)",10,2016,2016.10,2016.2,weed
208355,I162082287,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,D4,937,,2016-10-07 20:56:00,2016,10,Friday,20,Part Two,CAMDEN ST,42.33744115,-71.08057671,"(42.33744115, -71.08057671)",10,2016,2016.10,2016.2,weed
208373,I162082271,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,A1,119,,2016-10-07 20:04:00,2016,10,Friday,20,Part Two,TREMONT ST,42.35540738,-71.06312433,"(42.35540738, -71.06312433)",10,2016,2016.10,2016.2,weed
208375,I162082270,1845,Drug Violation,DRUGS - POSS CLASS D,E13, ,,2016-10-08 17:00:00,2016,10,Saturday,17,Part Two,,,,"(0.00000000, 0.00000000)",10,2016,2016.10,2016.2,weed
208376,I162082270,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,E13, ,,2016-10-08 17:00:00,2016,10,Saturday,17,Part Two,,,,"(0.00000000, 0.00000000)",10,2016,2016.10,2016.2,weed
208386,I162082258,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,C11,396,,2016-10-07 19:13:00,2016,10,Friday,19,Part Two,DORCHESTER AVE,42.29244248,-71.06243605,"(42.29244248, -71.06243605)",10,2016,2016.10,2016.2,weed
208682,I162081939,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,C11,332,,2016-10-06 18:20:00,2016,10,Thursday,18,Part Two,HANCOCK ST,42.31319382,-71.06500833,"(42.31319382, -71.06500833)",10,2016,2016.10,2016.2,weed
208735,I162081879,1845,Drug Violation,DRUGS - POSS CLASS D,A7,29,,2016-10-06 16:24:00,2016,10,Thursday,16,Part Two,MAVERICK ST,42.36950697,-71.03747222,"(42.36950697, -71.03747222)",10,2016,2016.10,2016.2,weed
208917,I162081698,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,B3,427,,2016-10-06 01:12:00,2016,10,Thursday,1,Part Two,EVELYN ST,42.27858343,-71.08993072,"(42.27858343, -71.08993072)",10,2016,2016.10,2016.2,weed
209554,I162081005,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,E5,681,,2016-10-03 17:57:00,2016,10,Monday,17,Part Two,WASHINGTON ST,42.28038561,-71.13463248,"(42.28038561, -71.13463248)",10,2016,2016.10,2016.2,weed
209602,I162080953,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,C11,335,,2016-10-03 15:24:00,2016,10,Monday,15,Part Two,CLARKSON ST,42.30829668,-71.06747771,"(42.30829668, -71.06747771)",10,2016,2016.10,2016.2,weed
209697,I162080850,1845,Drug Violation,DRUGS - POSS CLASS D,E18,492,,2016-10-03 10:00:00,2016,10,Monday,10,Part Two,METROPOLITAN AVE,42.26511445,-71.11805743,"(42.26511445, -71.11805743)",10,2016,2016.10,2016.2,weed
210327,I162080172,1845,Drug Violation,DRUGS - POSS CLASS D,E18,490,,2016-09-30 18:30:00,2016,9,Friday,18,Part Two,AMERICAN LEGION HWY,42.27413021,-71.11674617,"(42.27413021, -71.11674617)",09,2016,2016.09,2016.2,weed
210368,I162080125,1845,Drug Violation,DRUGS - POSS CLASS D,C11,257,,2016-09-30 15:00:00,2016,9,Friday,15,Part Two,STOUGHTON ST,42.3166175,-71.06407827,"(42.31661750, -71.06407827)",09,2016,2016.09,2016.2,weed
210618,I162079848,1845,Drug Violation,DRUGS - POSS CLASS D,D4, ,,2016-09-29 16:50:00,2016,9,Thursday,16,Part Two,,,,"(0.00000000, 0.00000000)",09,2016,2016.09,2016.2,weed
210876,I162079566,1845,Drug Violation,DRUGS - POSS CLASS D,B2,321,,2016-09-28 20:32:00,2016,9,Wednesday,20,Part Two,CENTRE ST,42.32270922,-71.09932317,"(42.32270922, -71.09932317)",09,2016,2016.09,2016.2,weed
210988,I162079449,1845,Drug Violation,DRUGS - POSS CLASS D,C11,350,,2016-09-28 12:57:00,2016,9,Wednesday,12,Part Two,DORCHESTER AVE,42.30340172,-71.0593763,"(42.30340172, -71.05937630)",09,2016,2016.09,2016.2,weed
211142,I162079270,1845,Drug Violation,DRUGS - POSS CLASS D,B2,321,,2016-09-27 20:24:00,2016,9,Tuesday,20,Part Two,CENTRE ST,42.32270922,-71.09932317,"(42.32270922, -71.09932317)",09,2016,2016.09,2016.2,weed
211178,I162079225,1845,Drug Violation,DRUGS - POSS CLASS D,B3,565,,2016-09-27 13:43:00,2016,9,Tuesday,13,Part Two,GREENOCK ST,42.29105051,-71.09122374,"(42.29105051, -71.09122374)",09,2016,2016.09,2016.2,weed
211190,I162079214,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,B3, ,,2016-09-27 17:17:00,2016,9,Tuesday,17,Part Two,,,,"(0.00000000, 0.00000000)",09,2016,2016.09,2016.2,weed
211193,I162079212,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,A1,119,,2016-09-27 17:38:00,2016,9,Tuesday,17,Part Two,TREMONT ST,42.35540738,-71.06312433,"(42.35540738, -71.06312433)",09,2016,2016.09,2016.2,weed
211306,I162079097,1845,Drug Violation,DRUGS - POSS CLASS D,C6,178,,2016-09-27 11:51:00,2016,9,Tuesday,11,Part Two,MASSACHUSETTS AVE,42.33152148,-71.07085307,"(42.33152148, -71.07085307)",09,2016,2016.09,2016.2,weed
211418,I162078982,1845,Drug Violation,DRUGS - POSS CLASS D,B2,584,,2016-09-26 23:38:00,2016,9,Monday,23,Part Two,BUCKNAM ST,42.32742448,-71.10417413,"(42.32742448, -71.10417413)",09,2016,2016.09,2016.2,weed
211467,I162078925,1845,Drug Violation,DRUGS - POSS CLASS D,B2,316,,2016-09-26 00:00:00,2016,9,Monday,0,Part Two,HUMBOLDT AVE,42.31283412,-71.08974712,"(42.31283412, -71.08974712)",09,2016,2016.09,2016.2,weed
211468,I162078924,1845,Drug Violation,DRUGS - POSS CLASS D,D14,781,,2016-09-26 19:00:00,2016,9,Monday,19,Part Two,N BEACON ST,42.35528211,-71.14566136,"(42.35528211, -71.14566136)",09,2016,2016.09,2016.2,weed
212011,I162078342,1845,Drug Violation,DRUGS - POSS CLASS D,E5,563,,2016-09-24 18:22:00,2016,9,Saturday,18,Part Two,WASHINGTON ST,42.29044163,-71.12385832,"(42.29044163, -71.12385832)",09,2016,2016.09,2016.2,weed
212424,I162077903,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,B3,447,,2016-09-23 13:15:00,2016,9,Friday,13,Part Two,NORWELL ST,42.29442496,-71.07809281,"(42.29442496, -71.07809281)",09,2016,2016.09,2016.2,weed
212449,I162077878,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,C11,252,,2016-09-23 12:08:00,2016,9,Friday,12,Part Two,BAYSIDE ST,42.30906556,-71.05024351,"(42.30906556, -71.05024351)",09,2016,2016.09,2016.2,weed
212484,I162077835,1845,Drug Violation,DRUGS - POSS CLASS D,E13,573,,2016-09-23 09:15:00,2016,9,Friday,9,Part Two,MCBRIDE ST,42.30581531,-71.109627,"(42.30581531, -71.10962700)",09,2016,2016.09,2016.2,weed
212986,I162077301,1845,Drug Violation,DRUGS - POSS CLASS D,B3, ,,2016-09-21 15:04:00,2016,9,Wednesday,15,Part Two,,,,"(0.00000000, 0.00000000)",09,2016,2016.09,2016.2,weed
213037,I162077255,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,E5,703,,2016-09-21 12:21:00,2016,9,Wednesday,12,Part Two,LAGRANGE ST,42.27881594,-71.15526354,"(42.27881594, -71.15526354)",09,2016,2016.09,2016.2,weed
213209,I162077070,1845,Drug Violation,DRUGS - POSS CLASS D,B2,263,Y,2016-09-20 20:34:00,2016,9,Tuesday,20,Part Two,DUDLEY ST,42.3235611,-71.07374226,"(42.32356110, -71.07374226)",09,2016,2016.09,2016.2,weed
213423,I162076836,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,B2,309,,2016-09-20 08:57:00,2016,9,Tuesday,8,Part Two,CATAWBA ST,42.32004542,-71.08408182,"(42.32004542, -71.08408182)",09,2016,2016.09,2016.2,weed
213801,I162076433,1845,Drug Violation,DRUGS - POSS CLASS D,C11, ,,2016-09-18 22:35:00,2016,9,Sunday,22,Part Two,,,,"(0.00000000, 0.00000000)",09,2016,2016.09,2016.2,weed
213946,I162076263,1845,Drug Violation,DRUGS - POSS CLASS D,A1,120,,2016-09-18 12:33:00,2016,9,Sunday,12,Part Two,BOYLSTON ST,42.35241815,-71.06525499,"(42.35241815, -71.06525499)",09,2016,2016.09,2016.2,weed
214018,I162076187,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,C11,236,,2016-09-18 03:28:00,2016,9,Sunday,3,Part Two,DORCHESTER AVE,42.32029322,-71.05676992,"(42.32029322, -71.05676992)",09,2016,2016.09,2016.2,weed
214210,I162075983,1845,Drug Violation,DRUGS - POSS CLASS D,A1,120,,2016-09-17 12:30:00,2016,9,Saturday,12,Part Two,BOYLSTON ST,42.35241815,-71.06525499,"(42.35241815, -71.06525499)",09,2016,2016.09,2016.2,weed
214346,I162075832,1845,Drug Violation,DRUGS - POSS CLASS D,D4,130,,2016-09-16 22:02:00,2016,9,Friday,22,Part Two,DARTMOUTH ST,42.34762277,-71.07606735,"(42.34762277, -71.07606735)",09,2016,2016.09,2016.2,weed
214408,I162075767,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,C11,385,,2016-09-16 18:54:00,2016,9,Friday,18,Part Two,GALLIVAN BLVD,42.28410589,-71.04608937,"(42.28410589, -71.04608937)",09,2016,2016.09,2016.2,weed
214506,I162075664,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,A1,111,,2016-09-16 14:06:00,2016,9,Friday,14,Part Two,TREMONT ST,42.35540738,-71.06312433,"(42.35540738, -71.06312433)",09,2016,2016.09,2016.2,weed
214515,I162075652,1845,Drug Violation,DRUGS - POSS CLASS D,E5,932,,2016-09-16 13:58:00,2016,9,Friday,13,Part Two,WASHINGTON ST,42.27581799,-71.13991259,"(42.27581799, -71.13991259)",09,2016,2016.09,2016.2,weed
214699,I162075451,1845,Drug Violation,DRUGS - POSS CLASS D,D14,768,,2016-09-15 19:00:00,2016,9,Thursday,19,Part Two,MARKET ST,42.35615901,-71.14910236,"(42.35615901, -71.14910236)",09,2016,2016.09,2016.2,weed
214845,I162075296,1845,Drug Violation,DRUGS - POSS CLASS D,B2,281,,2016-09-15 10:55:00,2016,9,Thursday,10,Part Two,WARREN ST,42.34988575,-71.14522971,"(42.34988575, -71.14522971)",09,2016,2016.09,2016.2,weed
215007,I162075116,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,E18,497,,2016-09-14 16:32:00,2016,9,Wednesday,16,Part Two,HUNTINGTON AVE,42.26886966,-71.11802566,"(42.26886966, -71.11802566)",09,2016,2016.09,2016.2,weed
215131,I162074977,1845,Drug Violation,DRUGS - POSS CLASS D,C6,220,,2016-09-14 10:25:00,2016,9,Wednesday,10,Part Two,G ST,42.33285027,-71.04417249,"(42.33285027, -71.04417249)",09,2016,2016.09,2016.2,weed
215306,I162074794,1845,Drug Violation,DRUGS - POSS CLASS D,C11,254,,2016-09-12 17:39:00,2016,9,Monday,17,Part Two,DORCHESTER AVE,42.3076593,-71.0584085,"(42.30765930, -71.05840850)",09,2016,2016.09,2016.2,weed
215308,I162074793,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,C6, ,,2016-09-13 17:44:00,2016,9,Tuesday,17,Part Two,,,,"(0.00000000, 0.00000000)",09,2016,2016.09,2016.2,weed
216103,I162073907,1845,Drug Violation,DRUGS - POSS CLASS D,E5,714,,2016-09-10 20:26:00,2016,9,Saturday,20,Part Two,WASHINGTON ST,42.25977363,-71.15891294,"(42.25977363, -71.15891294)",09,2016,2016.09,2016.2,weed
216130,I162073881,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,C11,379,,2016-09-10 13:00:00,2016,9,Saturday,13,Part Two,ADAMS ST,42.28268,-71.05577,"(42.28268000, -71.05577000)",09,2016,2016.09,2016.2,weed
216423,I162073552,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,A7,25,,2016-09-09 16:56:00,2016,9,Friday,16,Part Two,CONDOR ST,42.38258915,-71.03341969,"(42.38258915, -71.03341969)",09,2016,2016.09,2016.2,weed
216509,I162073453,1845,Drug Violation,DRUGS - POSS CLASS D,B2,281,,2016-09-09 00:00:00,2016,9,Friday,0,Part Two,WARREN ST,42.34988575,-71.14522971,"(42.34988575, -71.14522971)",09,2016,2016.09,2016.2,weed
216698,I162073243,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,B3,420,,2016-09-08 16:11:00,2016,9,Thursday,16,Part Two,GLENHILL RD,42.27825983,-71.08193794,"(42.27825983, -71.08193794)",09,2016,2016.09,2016.2,weed
216773,I162073164,1845,Drug Violation,DRUGS - POSS CLASS D,A1,120,,2016-09-08 11:37:00,2016,9,Thursday,11,Part Two,BOYLSTON ST,42.35241815,-71.06525499,"(42.35241815, -71.06525499)",09,2016,2016.09,2016.2,weed
216979,I162072937,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,A1,120,,2016-09-07 15:20:00,2016,9,Wednesday,15,Part Two,BOYLSTON ST,42.35241815,-71.06525499,"(42.35241815, -71.06525499)",09,2016,2016.09,2016.2,weed
216981,I162072935,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,A1,120,,2016-09-07 15:27:00,2016,9,Wednesday,15,Part Two,BOYLSTON ST,42.35241815,-71.06525499,"(42.35241815, -71.06525499)",09,2016,2016.09,2016.2,weed
217023,I162072892,1845,Drug Violation,DRUGS - POSS CLASS D,A1,102,,2016-09-07 13:46:00,2016,9,Wednesday,13,Part Two,PARK ST,42.3569695,-71.06249529,"(42.35696950, -71.06249529)",09,2016,2016.09,2016.2,weed
217203,I162072700,1845,Drug Violation,DRUGS - POSS CLASS D,B2,333,,2016-09-06 11:38:00,2016,9,Tuesday,11,Part Two,BAKER AVE,42.31175224,-71.07129329,"(42.31175224, -71.07129329)",09,2016,2016.09,2016.2,weed
217270,I162072631,1845,Drug Violation,DRUGS - POSS CLASS D,A1,120,,2016-09-06 13:15:00,2016,9,Tuesday,13,Part Two,BOYLSTON ST,42.35241815,-71.06525499,"(42.35241815, -71.06525499)",09,2016,2016.09,2016.2,weed
217544,I162072335,1845,Drug Violation,DRUGS - POSS CLASS D,B2,267,,2016-09-05 10:34:00,2016,9,Monday,10,Part Two,ADAMS ST,42.3274171,-71.07781067,"(42.32741710, -71.07781067)",09,2016,2016.09,2016.2,weed
217762,I162072090,1845,Drug Violation,DRUGS - POSS CLASS D,E5,677,,2016-09-04 12:19:00,2016,9,Sunday,12,Part Two,CENTRE ST,42.28993506,-71.1413515,"(42.28993506, -71.14135150)",09,2016,2016.09,2016.2,weed
217841,I162072007,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,C6,256,,2016-09-04 00:40:00,2016,9,Sunday,0,Part Two,MOUNT VERNON ST,42.31921177,-71.04637208,"(42.31921177, -71.04637208)",09,2016,2016.09,2016.2,weed
217913,I162071930,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,B2,588,,2016-09-03 18:35:00,2016,9,Saturday,18,Part Two,GURNEY ST,42.33280302,-71.0963892,"(42.33280302, -71.09638920)",09,2016,2016.09,2016.2,weed
217930,I162071913,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,D14,795,,2016-09-03 17:58:00,2016,9,Saturday,17,Part Two,EVERETT ST,42.35379408,-71.13905967,"(42.35379408, -71.13905967)",09,2016,2016.09,2016.2,weed
218115,I162071701,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,B3,427,,2016-09-03 00:16:00,2016,9,Saturday,0,Part Two,BABSON ST,42.27543421,-71.09234389,"(42.27543421, -71.09234389)",09,2016,2016.09,2016.2,weed
218141,I162071671,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,B2, ,,2016-09-02 22:06:00,2016,9,Friday,22,Part Two,ALBERT ST,,,"(0.00000000, 0.00000000)",09,2016,2016.09,2016.2,weed
218171,I162071637,1845,Drug Violation,DRUGS - POSS CLASS D,E13,573,,2016-09-02 20:15:00,2016,9,Friday,20,Part Two,AMORY ST,42.31046991,-71.10700424,"(42.31046991, -71.10700424)",09,2016,2016.09,2016.2,weed
218172,I162071637,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,E13,573,,2016-09-02 20:15:00,2016,9,Friday,20,Part Two,AMORY ST,42.31046991,-71.10700424,"(42.31046991, -71.10700424)",09,2016,2016.09,2016.2,weed
218186,I162071621,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,E18,533,,2016-09-02 18:45:00,2016,9,Friday,18,Part Two,RIVER ST,42.25168341,-71.13100295,"(42.25168341, -71.13100295)",09,2016,2016.09,2016.2,weed
218188,I162071621,1845,Drug Violation,DRUGS - POSS CLASS D,E18,533,,2016-09-02 18:45:00,2016,9,Friday,18,Part Two,RIVER ST,42.25168341,-71.13100295,"(42.25168341, -71.13100295)",09,2016,2016.09,2016.2,weed
218229,I162071576,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,A7, ,,2016-09-02 14:54:00,2016,9,Friday,14,Part Two,,,,"(0.00000000, 0.00000000)",09,2016,2016.09,2016.2,weed
218471,I162071327,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,A1,120,,2016-09-01 19:59:00,2016,9,Thursday,19,Part Two,CHARLES ST,42.35427162,-71.06838613,"(42.35427162, -71.06838613)",09,2016,2016.09,2016.2,weed
218494,I162071310,1845,Drug Violation,DRUGS - POSS CLASS D,B2,592,,2016-09-01 19:36:00,2016,9,Thursday,19,Part Two,HYDE PARK AVE,42.2518944,-71.1253531,"(42.25189440, -71.12535310)",09,2016,2016.09,2016.2,weed
218504,I162071300,1845,Drug Violation,DRUGS - POSS CLASS D,A1,111,,2016-09-01 18:57:00,2016,9,Thursday,18,Part Two,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)",09,2016,2016.09,2016.2,weed
218530,I162071276,1845,Drug Violation,DRUGS - POSS CLASS D,A7,12,,2016-09-01 17:24:00,2016,9,Thursday,17,Part Two,BENNINGTON ST,42.38630618,-71.00772965,"(42.38630618, -71.00772965)",09,2016,2016.09,2016.2,weed
